PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=741 ttl=64 time=68.4 ms
64 bytes from 10.0.0.2: icmp_seq=742 ttl=64 time=65.4 ms
64 bytes from 10.0.0.2: icmp_seq=743 ttl=64 time=71.3 ms
64 bytes from 10.0.0.2: icmp_seq=744 ttl=64 time=69.2 ms
64 bytes from 10.0.0.2: icmp_seq=745 ttl=64 time=63.6 ms
64 bytes from 10.0.0.2: icmp_seq=746 ttl=64 time=75.6 ms
64 bytes from 10.0.0.2: icmp_seq=747 ttl=64 time=86.6 ms
64 bytes from 10.0.0.2: icmp_seq=748 ttl=64 time=99.3 ms
64 bytes from 10.0.0.2: icmp_seq=749 ttl=64 time=81.0 ms
64 bytes from 10.0.0.2: icmp_seq=750 ttl=64 time=93.5 ms
64 bytes from 10.0.0.2: icmp_seq=751 ttl=64 time=66.6 ms
64 bytes from 10.0.0.2: icmp_seq=752 ttl=64 time=79.5 ms
64 bytes from 10.0.0.2: icmp_seq=753 ttl=64 time=92.4 ms
64 bytes from 10.0.0.2: icmp_seq=754 ttl=64 time=88.4 ms
64 bytes from 10.0.0.2: icmp_seq=755 ttl=64 time=85.1 ms
64 bytes from 10.0.0.2: icmp_seq=756 ttl=64 time=82.0 ms
64 bytes from 10.0.0.2: icmp_seq=757 ttl=64 time=92.5 ms
64 bytes from 10.0.0.2: icmp_seq=758 ttl=64 time=92.6 ms
64 bytes from 10.0.0.2: icmp_seq=759 ttl=64 time=87.4 ms
64 bytes from 10.0.0.2: icmp_seq=760 ttl=64 time=83.5 ms
64 bytes from 10.0.0.2: icmp_seq=761 ttl=64 time=96.0 ms
64 bytes from 10.0.0.2: icmp_seq=762 ttl=64 time=69.2 ms
64 bytes from 10.0.0.2: icmp_seq=763 ttl=64 time=60.6 ms
64 bytes from 10.0.0.2: icmp_seq=764 ttl=64 time=0.742 ms
64 bytes from 10.0.0.2: icmp_seq=765 ttl=64 time=219 ms
64 bytes from 10.0.0.2: icmp_seq=766 ttl=64 time=282 ms
64 bytes from 10.0.0.2: icmp_seq=767 ttl=64 time=364 ms
64 bytes from 10.0.0.2: icmp_seq=768 ttl=64 time=532 ms
64 bytes from 10.0.0.2: icmp_seq=769 ttl=64 time=512 ms
64 bytes from 10.0.0.2: icmp_seq=770 ttl=64 time=409 ms
64 bytes from 10.0.0.2: icmp_seq=771 ttl=64 time=308 ms
64 bytes from 10.0.0.2: icmp_seq=772 ttl=64 time=207 ms
64 bytes from 10.0.0.2: icmp_seq=773 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_seq=774 ttl=64 time=3.73 ms
64 bytes from 10.0.0.2: icmp_seq=775 ttl=64 time=4.44 ms
64 bytes from 10.0.0.2: icmp_seq=776 ttl=64 time=2.49 ms
64 bytes from 10.0.0.2: icmp_seq=777 ttl=64 time=0.909 ms
64 bytes from 10.0.0.2: icmp_seq=778 ttl=64 time=1.67 ms
64 bytes from 10.0.0.2: icmp_seq=779 ttl=64 time=2.95 ms
64 bytes from 10.0.0.2: icmp_seq=780 ttl=64 time=2.08 ms
64 bytes from 10.0.0.2: icmp_seq=781 ttl=64 time=9.64 ms
64 bytes from 10.0.0.2: icmp_seq=782 ttl=64 time=13.0 ms
64 bytes from 10.0.0.2: icmp_seq=783 ttl=64 time=4.42 ms
64 bytes from 10.0.0.2: icmp_seq=784 ttl=64 time=0.194 ms
64 bytes from 10.0.0.2: icmp_seq=785 ttl=64 time=7.43 ms
64 bytes from 10.0.0.2: icmp_seq=786 ttl=64 time=4.33 ms
64 bytes from 10.0.0.2: icmp_seq=787 ttl=64 time=0.635 ms
64 bytes from 10.0.0.2: icmp_seq=788 ttl=64 time=5.35 ms
64 bytes from 10.0.0.2: icmp_seq=789 ttl=64 time=6.77 ms
64 bytes from 10.0.0.2: icmp_seq=790 ttl=64 time=14.4 ms
64 bytes from 10.0.0.2: icmp_seq=791 ttl=64 time=5.29 ms
64 bytes from 10.0.0.2: icmp_seq=792 ttl=64 time=0.885 ms
64 bytes from 10.0.0.2: icmp_seq=793 ttl=64 time=3.11 ms
64 bytes from 10.0.0.2: icmp_seq=794 ttl=64 time=0.323 ms
64 bytes from 10.0.0.2: icmp_seq=795 ttl=64 time=3.11 ms
64 bytes from 10.0.0.2: icmp_seq=796 ttl=64 time=2.96 ms
64 bytes from 10.0.0.2: icmp_seq=797 ttl=64 time=1.95 ms
64 bytes from 10.0.0.2: icmp_seq=798 ttl=64 time=8.65 ms
64 bytes from 10.0.0.2: icmp_seq=799 ttl=64 time=9.79 ms
64 bytes from 10.0.0.2: icmp_seq=800 ttl=64 time=10.8 ms
64 bytes from 10.0.0.2: icmp_seq=801 ttl=64 time=10.5 ms
64 bytes from 10.0.0.2: icmp_seq=802 ttl=64 time=1.93 ms
64 bytes from 10.0.0.2: icmp_seq=803 ttl=64 time=9.18 ms
64 bytes from 10.0.0.2: icmp_seq=804 ttl=64 time=8.69 ms
64 bytes from 10.0.0.2: icmp_seq=805 ttl=64 time=12.6 ms
64 bytes from 10.0.0.2: icmp_seq=806 ttl=64 time=0.885 ms
64 bytes from 10.0.0.2: icmp_seq=807 ttl=64 time=1.52 ms
64 bytes from 10.0.0.2: icmp_seq=808 ttl=64 time=3.61 ms
64 bytes from 10.0.0.2: icmp_seq=809 ttl=64 time=2.97 ms
64 bytes from 10.0.0.2: icmp_seq=810 ttl=64 time=1.69 ms
64 bytes from 10.0.0.2: icmp_seq=811 ttl=64 time=6.59 ms
64 bytes from 10.0.0.2: icmp_seq=812 ttl=64 time=2.43 ms
64 bytes from 10.0.0.2: icmp_seq=813 ttl=64 time=1.72 ms
64 bytes from 10.0.0.2: icmp_seq=814 ttl=64 time=3.17 ms
64 bytes from 10.0.0.2: icmp_seq=815 ttl=64 time=5.49 ms
64 bytes from 10.0.0.2: icmp_seq=816 ttl=64 time=0.683 ms
64 bytes from 10.0.0.2: icmp_seq=817 ttl=64 time=0.385 ms
64 bytes from 10.0.0.2: icmp_seq=818 ttl=64 time=0.227 ms
64 bytes from 10.0.0.2: icmp_seq=819 ttl=64 time=0.352 ms
64 bytes from 10.0.0.2: icmp_seq=820 ttl=64 time=0.239 ms
64 bytes from 10.0.0.2: icmp_seq=821 ttl=64 time=0.131 ms
64 bytes from 10.0.0.2: icmp_seq=822 ttl=64 time=0.972 ms
64 bytes from 10.0.0.2: icmp_seq=823 ttl=64 time=209 ms
64 bytes from 10.0.0.2: icmp_seq=824 ttl=64 time=261 ms
64 bytes from 10.0.0.2: icmp_seq=825 ttl=64 time=213 ms
64 bytes from 10.0.0.2: icmp_seq=826 ttl=64 time=457 ms
64 bytes from 10.0.0.2: icmp_seq=827 ttl=64 time=591 ms
64 bytes from 10.0.0.2: icmp_seq=828 ttl=64 time=717 ms
64 bytes from 10.0.0.2: icmp_seq=829 ttl=64 time=840 ms
64 bytes from 10.0.0.2: icmp_seq=830 ttl=64 time=964 ms
64 bytes from 10.0.0.2: icmp_seq=831 ttl=64 time=1089 ms
64 bytes from 10.0.0.2: icmp_seq=832 ttl=64 time=982 ms
64 bytes from 10.0.0.2: icmp_seq=833 ttl=64 time=881 ms
64 bytes from 10.0.0.2: icmp_seq=834 ttl=64 time=779 ms
64 bytes from 10.0.0.2: icmp_seq=835 ttl=64 time=671 ms
64 bytes from 10.0.0.2: icmp_seq=836 ttl=64 time=569 ms
64 bytes from 10.0.0.2: icmp_seq=837 ttl=64 time=477 ms
64 bytes from 10.0.0.2: icmp_seq=838 ttl=64 time=474 ms
64 bytes from 10.0.0.2: icmp_seq=839 ttl=64 time=487 ms
64 bytes from 10.0.0.2: icmp_seq=840 ttl=64 time=497 ms
64 bytes from 10.0.0.2: icmp_seq=841 ttl=64 time=506 ms
64 bytes from 10.0.0.2: icmp_seq=842 ttl=64 time=520 ms
64 bytes from 10.0.0.2: icmp_seq=843 ttl=64 time=525 ms
64 bytes from 10.0.0.2: icmp_seq=844 ttl=64 time=521 ms
64 bytes from 10.0.0.2: icmp_seq=845 ttl=64 time=533 ms
64 bytes from 10.0.0.2: icmp_seq=846 ttl=64 time=455 ms
64 bytes from 10.0.0.2: icmp_seq=847 ttl=64 time=467 ms
64 bytes from 10.0.0.2: icmp_seq=848 ttl=64 time=488 ms
64 bytes from 10.0.0.2: icmp_seq=849 ttl=64 time=469 ms
64 bytes from 10.0.0.2: icmp_seq=850 ttl=64 time=497 ms
64 bytes from 10.0.0.2: icmp_seq=851 ttl=64 time=532 ms
64 bytes from 10.0.0.2: icmp_seq=852 ttl=64 time=553 ms
64 bytes from 10.0.0.2: icmp_seq=853 ttl=64 time=470 ms
64 bytes from 10.0.0.2: icmp_seq=854 ttl=64 time=460 ms
64 bytes from 10.0.0.2: icmp_seq=855 ttl=64 time=469 ms
64 bytes from 10.0.0.2: icmp_seq=856 ttl=64 time=497 ms
64 bytes from 10.0.0.2: icmp_seq=857 ttl=64 time=469 ms
64 bytes from 10.0.0.2: icmp_seq=858 ttl=64 time=523 ms
64 bytes from 10.0.0.2: icmp_seq=859 ttl=64 time=471 ms
64 bytes from 10.0.0.2: icmp_seq=860 ttl=64 time=501 ms
64 bytes from 10.0.0.2: icmp_seq=861 ttl=64 time=465 ms
64 bytes from 10.0.0.2: icmp_seq=862 ttl=64 time=494 ms
64 bytes from 10.0.0.2: icmp_seq=863 ttl=64 time=483 ms
64 bytes from 10.0.0.2: icmp_seq=864 ttl=64 time=496 ms
64 bytes from 10.0.0.2: icmp_seq=865 ttl=64 time=517 ms
64 bytes from 10.0.0.2: icmp_seq=866 ttl=64 time=497 ms
64 bytes from 10.0.0.2: icmp_seq=867 ttl=64 time=549 ms
64 bytes from 10.0.0.2: icmp_seq=868 ttl=64 time=491 ms
64 bytes from 10.0.0.2: icmp_seq=869 ttl=64 time=460 ms
64 bytes from 10.0.0.2: icmp_seq=870 ttl=64 time=360 ms
64 bytes from 10.0.0.2: icmp_seq=871 ttl=64 time=258 ms
64 bytes from 10.0.0.2: icmp_seq=872 ttl=64 time=181 ms
64 bytes from 10.0.0.2: icmp_seq=873 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_seq=874 ttl=64 time=60.3 ms
64 bytes from 10.0.0.2: icmp_seq=875 ttl=64 time=54.7 ms
64 bytes from 10.0.0.2: icmp_seq=876 ttl=64 time=77.3 ms
64 bytes from 10.0.0.2: icmp_seq=877 ttl=64 time=80.3 ms
64 bytes from 10.0.0.2: icmp_seq=878 ttl=64 time=85.4 ms
64 bytes from 10.0.0.2: icmp_seq=879 ttl=64 time=67.7 ms
64 bytes from 10.0.0.2: icmp_seq=880 ttl=64 time=158 ms
64 bytes from 10.0.0.2: icmp_seq=881 ttl=64 time=182 ms
64 bytes from 10.0.0.2: icmp_seq=882 ttl=64 time=420 ms
64 bytes from 10.0.0.2: icmp_seq=883 ttl=64 time=546 ms
64 bytes from 10.0.0.2: icmp_seq=884 ttl=64 time=560 ms
64 bytes from 10.0.0.2: icmp_seq=885 ttl=64 time=567 ms
64 bytes from 10.0.0.2: icmp_seq=886 ttl=64 time=690 ms
64 bytes from 10.0.0.2: icmp_seq=887 ttl=64 time=735 ms
64 bytes from 10.0.0.2: icmp_seq=888 ttl=64 time=922 ms
64 bytes from 10.0.0.2: icmp_seq=889 ttl=64 time=1111 ms
64 bytes from 10.0.0.2: icmp_seq=890 ttl=64 time=1077 ms
64 bytes from 10.0.0.2: icmp_seq=891 ttl=64 time=976 ms
64 bytes from 10.0.0.2: icmp_seq=892 ttl=64 time=872 ms
64 bytes from 10.0.0.2: icmp_seq=893 ttl=64 time=771 ms
64 bytes from 10.0.0.2: icmp_seq=894 ttl=64 time=669 ms
64 bytes from 10.0.0.2: icmp_seq=895 ttl=64 time=601 ms
64 bytes from 10.0.0.2: icmp_seq=896 ttl=64 time=643 ms
64 bytes from 10.0.0.2: icmp_seq=897 ttl=64 time=540 ms
64 bytes from 10.0.0.2: icmp_seq=898 ttl=64 time=585 ms
64 bytes from 10.0.0.2: icmp_seq=899 ttl=64 time=583 ms
64 bytes from 10.0.0.2: icmp_seq=900 ttl=64 time=558 ms
64 bytes from 10.0.0.2: icmp_seq=901 ttl=64 time=571 ms
64 bytes from 10.0.0.2: icmp_seq=902 ttl=64 time=564 ms
64 bytes from 10.0.0.2: icmp_seq=903 ttl=64 time=529 ms
64 bytes from 10.0.0.2: icmp_seq=904 ttl=64 time=524 ms
64 bytes from 10.0.0.2: icmp_seq=905 ttl=64 time=520 ms
64 bytes from 10.0.0.2: icmp_seq=906 ttl=64 time=501 ms
64 bytes from 10.0.0.2: icmp_seq=907 ttl=64 time=595 ms
64 bytes from 10.0.0.2: icmp_seq=908 ttl=64 time=540 ms
64 bytes from 10.0.0.2: icmp_seq=909 ttl=64 time=471 ms
64 bytes from 10.0.0.2: icmp_seq=910 ttl=64 time=464 ms
64 bytes from 10.0.0.2: icmp_seq=911 ttl=64 time=623 ms
64 bytes from 10.0.0.2: icmp_seq=912 ttl=64 time=620 ms
64 bytes from 10.0.0.2: icmp_seq=913 ttl=64 time=567 ms
64 bytes from 10.0.0.2: icmp_seq=914 ttl=64 time=596 ms
64 bytes from 10.0.0.2: icmp_seq=915 ttl=64 time=592 ms
64 bytes from 10.0.0.2: icmp_seq=916 ttl=64 time=589 ms
64 bytes from 10.0.0.2: icmp_seq=917 ttl=64 time=549 ms
64 bytes from 10.0.0.2: icmp_seq=918 ttl=64 time=545 ms
64 bytes from 10.0.0.2: icmp_seq=919 ttl=64 time=622 ms
64 bytes from 10.0.0.2: icmp_seq=920 ttl=64 time=619 ms
64 bytes from 10.0.0.2: icmp_seq=921 ttl=64 time=616 ms
64 bytes from 10.0.0.2: icmp_seq=922 ttl=64 time=579 ms
64 bytes from 10.0.0.2: icmp_seq=923 ttl=64 time=573 ms
64 bytes from 10.0.0.2: icmp_seq=924 ttl=64 time=530 ms
64 bytes from 10.0.0.2: icmp_seq=925 ttl=64 time=541 ms
64 bytes from 10.0.0.2: icmp_seq=926 ttl=64 time=536 ms
64 bytes from 10.0.0.2: icmp_seq=927 ttl=64 time=590 ms
64 bytes from 10.0.0.2: icmp_seq=928 ttl=64 time=587 ms
64 bytes from 10.0.0.2: icmp_seq=929 ttl=64 time=535 ms
64 bytes from 10.0.0.2: icmp_seq=930 ttl=64 time=515 ms
64 bytes from 10.0.0.2: icmp_seq=931 ttl=64 time=415 ms
64 bytes from 10.0.0.2: icmp_seq=932 ttl=64 time=314 ms
64 bytes from 10.0.0.2: icmp_seq=933 ttl=64 time=214 ms
64 bytes from 10.0.0.2: icmp_seq=934 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_seq=935 ttl=64 time=85.6 ms
64 bytes from 10.0.0.2: icmp_seq=936 ttl=64 time=57.7 ms
64 bytes from 10.0.0.2: icmp_seq=937 ttl=64 time=48.1 ms
64 bytes from 10.0.0.2: icmp_seq=938 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_seq=939 ttl=64 time=173 ms
64 bytes from 10.0.0.2: icmp_seq=940 ttl=64 time=298 ms
64 bytes from 10.0.0.2: icmp_seq=941 ttl=64 time=553 ms
64 bytes from 10.0.0.2: icmp_seq=942 ttl=64 time=578 ms
64 bytes from 10.0.0.2: icmp_seq=943 ttl=64 time=781 ms
64 bytes from 10.0.0.2: icmp_seq=944 ttl=64 time=681 ms
64 bytes from 10.0.0.2: icmp_seq=945 ttl=64 time=789 ms
64 bytes from 10.0.0.2: icmp_seq=946 ttl=64 time=905 ms
64 bytes from 10.0.0.2: icmp_seq=947 ttl=64 time=1024 ms
64 bytes from 10.0.0.2: icmp_seq=948 ttl=64 time=1138 ms
64 bytes from 10.0.0.2: icmp_seq=949 ttl=64 time=1035 ms
64 bytes from 10.0.0.2: icmp_seq=950 ttl=64 time=931 ms
64 bytes from 10.0.0.2: icmp_seq=951 ttl=64 time=831 ms
64 bytes from 10.0.0.2: icmp_seq=952 ttl=64 time=729 ms
64 bytes from 10.0.0.2: icmp_seq=953 ttl=64 time=710 ms
64 bytes from 10.0.0.2: icmp_seq=954 ttl=64 time=607 ms
64 bytes from 10.0.0.2: icmp_seq=955 ttl=64 time=587 ms
64 bytes from 10.0.0.2: icmp_seq=956 ttl=64 time=598 ms
64 bytes from 10.0.0.2: icmp_seq=957 ttl=64 time=553 ms
64 bytes from 10.0.0.2: icmp_seq=958 ttl=64 time=552 ms
64 bytes from 10.0.0.2: icmp_seq=959 ttl=64 time=530 ms
64 bytes from 10.0.0.2: icmp_seq=960 ttl=64 time=567 ms
64 bytes from 10.0.0.2: icmp_seq=961 ttl=64 time=544 ms
64 bytes from 10.0.0.2: icmp_seq=962 ttl=64 time=588 ms
64 bytes from 10.0.0.2: icmp_seq=963 ttl=64 time=570 ms
64 bytes from 10.0.0.2: icmp_seq=964 ttl=64 time=525 ms
64 bytes from 10.0.0.2: icmp_seq=965 ttl=64 time=507 ms
64 bytes from 10.0.0.2: icmp_seq=966 ttl=64 time=568 ms
64 bytes from 10.0.0.2: icmp_seq=967 ttl=64 time=548 ms
64 bytes from 10.0.0.2: icmp_seq=968 ttl=64 time=570 ms
64 bytes from 10.0.0.2: icmp_seq=969 ttl=64 time=573 ms
64 bytes from 10.0.0.2: icmp_seq=970 ttl=64 time=553 ms
64 bytes from 10.0.0.2: icmp_seq=971 ttl=64 time=550 ms
64 bytes from 10.0.0.2: icmp_seq=972 ttl=64 time=531 ms
64 bytes from 10.0.0.2: icmp_seq=973 ttl=64 time=616 ms
64 bytes from 10.0.0.2: icmp_seq=974 ttl=64 time=588 ms
64 bytes from 10.0.0.2: icmp_seq=975 ttl=64 time=600 ms
64 bytes from 10.0.0.2: icmp_seq=976 ttl=64 time=580 ms
64 bytes from 10.0.0.2: icmp_seq=977 ttl=64 time=577 ms
64 bytes from 10.0.0.2: icmp_seq=978 ttl=64 time=559 ms
64 bytes from 10.0.0.2: icmp_seq=979 ttl=64 time=558 ms
64 bytes from 10.0.0.2: icmp_seq=980 ttl=64 time=555 ms
64 bytes from 10.0.0.2: icmp_seq=981 ttl=64 time=615 ms
64 bytes from 10.0.0.2: icmp_seq=982 ttl=64 time=609 ms
64 bytes from 10.0.0.2: icmp_seq=983 ttl=64 time=594 ms
64 bytes from 10.0.0.2: icmp_seq=984 ttl=64 time=570 ms
64 bytes from 10.0.0.2: icmp_seq=985 ttl=64 time=567 ms
64 bytes from 10.0.0.2: icmp_seq=986 ttl=64 time=572 ms
64 bytes from 10.0.0.2: icmp_seq=987 ttl=64 time=546 ms
64 bytes from 10.0.0.2: icmp_seq=988 ttl=64 time=598 ms
64 bytes from 10.0.0.2: icmp_seq=989 ttl=64 time=596 ms
64 bytes from 10.0.0.2: icmp_seq=990 ttl=64 time=522 ms
64 bytes from 10.0.0.2: icmp_seq=991 ttl=64 time=421 ms
64 bytes from 10.0.0.2: icmp_seq=992 ttl=64 time=321 ms
64 bytes from 10.0.0.2: icmp_seq=993 ttl=64 time=220 ms
64 bytes from 10.0.0.2: icmp_seq=994 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_seq=995 ttl=64 time=18.5 ms
64 bytes from 10.0.0.2: icmp_seq=996 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_seq=997 ttl=64 time=206 ms
64 bytes from 10.0.0.2: icmp_seq=998 ttl=64 time=208 ms
64 bytes from 10.0.0.2: icmp_seq=999 ttl=64 time=194 ms
64 bytes from 10.0.0.2: icmp_seq=1000 ttl=64 time=195 ms
64 bytes from 10.0.0.2: icmp_seq=1001 ttl=64 time=199 ms
64 bytes from 10.0.0.2: icmp_seq=1002 ttl=64 time=159 ms
64 bytes from 10.0.0.2: icmp_seq=1003 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_seq=1004 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_seq=1005 ttl=64 time=161 ms
64 bytes from 10.0.0.2: icmp_seq=1006 ttl=64 time=156 ms
64 bytes from 10.0.0.2: icmp_seq=1007 ttl=64 time=154 ms
64 bytes from 10.0.0.2: icmp_seq=1008 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_seq=1009 ttl=64 time=162 ms
64 bytes from 10.0.0.2: icmp_seq=1010 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_seq=1011 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_seq=1012 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_seq=1013 ttl=64 time=63.0 ms
64 bytes from 10.0.0.2: icmp_seq=1014 ttl=64 time=60.8 ms
64 bytes from 10.0.0.2: icmp_seq=1015 ttl=64 time=73.3 ms
64 bytes from 10.0.0.2: icmp_seq=1016 ttl=64 time=86.3 ms
64 bytes from 10.0.0.2: icmp_seq=1017 ttl=64 time=83.4 ms
64 bytes from 10.0.0.2: icmp_seq=1018 ttl=64 time=96.7 ms
64 bytes from 10.0.0.2: icmp_seq=1019 ttl=64 time=94.2 ms
64 bytes from 10.0.0.2: icmp_seq=1020 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_seq=1021 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_seq=1022 ttl=64 time=86.8 ms
64 bytes from 10.0.0.2: icmp_seq=1023 ttl=64 time=83.2 ms
64 bytes from 10.0.0.2: icmp_seq=1024 ttl=64 time=95.3 ms
64 bytes from 10.0.0.2: icmp_seq=1025 ttl=64 time=92.3 ms
64 bytes from 10.0.0.2: icmp_seq=1026 ttl=64 time=85.5 ms
64 bytes from 10.0.0.2: icmp_seq=1027 ttl=64 time=95.5 ms
64 bytes from 10.0.0.2: icmp_seq=1028 ttl=64 time=93.2 ms
64 bytes from 10.0.0.2: icmp_seq=1029 ttl=64 time=97.1 ms
64 bytes from 10.0.0.2: icmp_seq=1030 ttl=64 time=78.7 ms
64 bytes from 10.0.0.2: icmp_seq=1031 ttl=64 time=74.7 ms
64 bytes from 10.0.0.2: icmp_seq=1032 ttl=64 time=85.2 ms
64 bytes from 10.0.0.2: icmp_seq=1033 ttl=64 time=89.5 ms
64 bytes from 10.0.0.2: icmp_seq=1034 ttl=64 time=85.9 ms
64 bytes from 10.0.0.2: icmp_seq=1035 ttl=64 time=83.3 ms
64 bytes from 10.0.0.2: icmp_seq=1036 ttl=64 time=80.4 ms
64 bytes from 10.0.0.2: icmp_seq=1037 ttl=64 time=76.9 ms
64 bytes from 10.0.0.2: icmp_seq=1038 ttl=64 time=106 ms
64 bytes from 10.0.0.2: icmp_seq=1039 ttl=64 time=84.1 ms
64 bytes from 10.0.0.2: icmp_seq=1040 ttl=64 time=80.0 ms
64 bytes from 10.0.0.2: icmp_seq=1041 ttl=64 time=93.0 ms
64 bytes from 10.0.0.2: icmp_seq=1042 ttl=64 time=90.2 ms
64 bytes from 10.0.0.2: icmp_seq=1043 ttl=64 time=87.7 ms
64 bytes from 10.0.0.2: icmp_seq=1044 ttl=64 time=76.0 ms
64 bytes from 10.0.0.2: icmp_seq=1045 ttl=64 time=76.1 ms
64 bytes from 10.0.0.2: icmp_seq=1046 ttl=64 time=71.4 ms
64 bytes from 10.0.0.2: icmp_seq=1047 ttl=64 time=84.2 ms
64 bytes from 10.0.0.2: icmp_seq=1048 ttl=64 time=88.8 ms
64 bytes from 10.0.0.2: icmp_seq=1049 ttl=64 time=84.5 ms
64 bytes from 10.0.0.2: icmp_seq=1050 ttl=64 time=80.5 ms
64 bytes from 10.0.0.2: icmp_seq=1051 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_seq=1052 ttl=64 time=89.4 ms
64 bytes from 10.0.0.2: icmp_seq=1053 ttl=64 time=47.4 ms
64 bytes from 10.0.0.2: icmp_seq=1054 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_seq=1055 ttl=64 time=244 ms
64 bytes from 10.0.0.2: icmp_seq=1056 ttl=64 time=432 ms
64 bytes from 10.0.0.2: icmp_seq=1057 ttl=64 time=509 ms
64 bytes from 10.0.0.2: icmp_seq=1058 ttl=64 time=516 ms
64 bytes from 10.0.0.2: icmp_seq=1059 ttl=64 time=807 ms
64 bytes from 10.0.0.2: icmp_seq=1060 ttl=64 time=801 ms
64 bytes from 10.0.0.2: icmp_seq=1061 ttl=64 time=1047 ms
64 bytes from 10.0.0.2: icmp_seq=1062 ttl=64 time=1040 ms
64 bytes from 10.0.0.2: icmp_seq=1063 ttl=64 time=1217 ms
64 bytes from 10.0.0.2: icmp_seq=1064 ttl=64 time=1113 ms
64 bytes from 10.0.0.2: icmp_seq=1065 ttl=64 time=1137 ms
64 bytes from 10.0.0.2: icmp_seq=1066 ttl=64 time=1033 ms
64 bytes from 10.0.0.2: icmp_seq=1067 ttl=64 time=932 ms
64 bytes from 10.0.0.2: icmp_seq=1068 ttl=64 time=832 ms
64 bytes from 10.0.0.2: icmp_seq=1069 ttl=64 time=732 ms
64 bytes from 10.0.0.2: icmp_seq=1070 ttl=64 time=628 ms
64 bytes from 10.0.0.2: icmp_seq=1071 ttl=64 time=521 ms
64 bytes from 10.0.0.2: icmp_seq=1072 ttl=64 time=465 ms
64 bytes from 10.0.0.2: icmp_seq=1073 ttl=64 time=494 ms
64 bytes from 10.0.0.2: icmp_seq=1074 ttl=64 time=523 ms
64 bytes from 10.0.0.2: icmp_seq=1075 ttl=64 time=567 ms
64 bytes from 10.0.0.2: icmp_seq=1076 ttl=64 time=465 ms
64 bytes from 10.0.0.2: icmp_seq=1077 ttl=64 time=500 ms
64 bytes from 10.0.0.2: icmp_seq=1078 ttl=64 time=487 ms
64 bytes from 10.0.0.2: icmp_seq=1079 ttl=64 time=464 ms
64 bytes from 10.0.0.2: icmp_seq=1080 ttl=64 time=459 ms
64 bytes from 10.0.0.2: icmp_seq=1081 ttl=64 time=441 ms
64 bytes from 10.0.0.2: icmp_seq=1082 ttl=64 time=483 ms
64 bytes from 10.0.0.2: icmp_seq=1083 ttl=64 time=486 ms
64 bytes from 10.0.0.2: icmp_seq=1084 ttl=64 time=453 ms
64 bytes from 10.0.0.2: icmp_seq=1085 ttl=64 time=489 ms
64 bytes from 10.0.0.2: icmp_seq=1086 ttl=64 time=492 ms
64 bytes from 10.0.0.2: icmp_seq=1087 ttl=64 time=481 ms
64 bytes from 10.0.0.2: icmp_seq=1088 ttl=64 time=467 ms
64 bytes from 10.0.0.2: icmp_seq=1089 ttl=64 time=458 ms
64 bytes from 10.0.0.2: icmp_seq=1090 ttl=64 time=477 ms
64 bytes from 10.0.0.2: icmp_seq=1091 ttl=64 time=476 ms
64 bytes from 10.0.0.2: icmp_seq=1092 ttl=64 time=460 ms
64 bytes from 10.0.0.2: icmp_seq=1093 ttl=64 time=496 ms
64 bytes from 10.0.0.2: icmp_seq=1094 ttl=64 time=485 ms
64 bytes from 10.0.0.2: icmp_seq=1095 ttl=64 time=493 ms
64 bytes from 10.0.0.2: icmp_seq=1096 ttl=64 time=463 ms
64 bytes from 10.0.0.2: icmp_seq=1097 ttl=64 time=496 ms
64 bytes from 10.0.0.2: icmp_seq=1098 ttl=64 time=487 ms
64 bytes from 10.0.0.2: icmp_seq=1099 ttl=64 time=470 ms
64 bytes from 10.0.0.2: icmp_seq=1100 ttl=64 time=465 ms
64 bytes from 10.0.0.2: icmp_seq=1101 ttl=64 time=498 ms
64 bytes from 10.0.0.2: icmp_seq=1102 ttl=64 time=451 ms
64 bytes from 10.0.0.2: icmp_seq=1103 ttl=64 time=395 ms
64 bytes from 10.0.0.2: icmp_seq=1104 ttl=64 time=295 ms
64 bytes from 10.0.0.2: icmp_seq=1105 ttl=64 time=195 ms
64 bytes from 10.0.0.2: icmp_seq=1106 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_seq=1107 ttl=64 time=55.8 ms
