PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=1459 ttl=64 time=0.586 ms
64 bytes from 10.0.0.2: icmp_seq=1460 ttl=64 time=4.05 ms
64 bytes from 10.0.0.2: icmp_seq=1461 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_seq=1462 ttl=64 time=0.994 ms
64 bytes from 10.0.0.2: icmp_seq=1463 ttl=64 time=0.452 ms
64 bytes from 10.0.0.2: icmp_seq=1464 ttl=64 time=0.153 ms
64 bytes from 10.0.0.2: icmp_seq=1465 ttl=64 time=0.122 ms
64 bytes from 10.0.0.2: icmp_seq=1466 ttl=64 time=0.174 ms
64 bytes from 10.0.0.2: icmp_seq=1467 ttl=64 time=0.212 ms
64 bytes from 10.0.0.2: icmp_seq=1468 ttl=64 time=0.249 ms
64 bytes from 10.0.0.2: icmp_seq=1469 ttl=64 time=0.227 ms
64 bytes from 10.0.0.2: icmp_seq=1470 ttl=64 time=0.259 ms
64 bytes from 10.0.0.2: icmp_seq=1471 ttl=64 time=0.209 ms
64 bytes from 10.0.0.2: icmp_seq=1472 ttl=64 time=0.223 ms
64 bytes from 10.0.0.2: icmp_seq=1473 ttl=64 time=0.141 ms
64 bytes from 10.0.0.2: icmp_seq=1474 ttl=64 time=0.294 ms
64 bytes from 10.0.0.2: icmp_seq=1475 ttl=64 time=0.108 ms
64 bytes from 10.0.0.2: icmp_seq=1476 ttl=64 time=0.562 ms
64 bytes from 10.0.0.2: icmp_seq=1477 ttl=64 time=0.328 ms
64 bytes from 10.0.0.2: icmp_seq=1478 ttl=64 time=0.241 ms
64 bytes from 10.0.0.2: icmp_seq=1479 ttl=64 time=0.536 ms
64 bytes from 10.0.0.2: icmp_seq=1480 ttl=64 time=0.319 ms
64 bytes from 10.0.0.2: icmp_seq=1481 ttl=64 time=0.293 ms
64 bytes from 10.0.0.2: icmp_seq=1482 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=1483 ttl=64 time=0.206 ms
64 bytes from 10.0.0.2: icmp_seq=1484 ttl=64 time=0.131 ms
64 bytes from 10.0.0.2: icmp_seq=1485 ttl=64 time=0.121 ms
64 bytes from 10.0.0.2: icmp_seq=1486 ttl=64 time=0.541 ms
64 bytes from 10.0.0.2: icmp_seq=1487 ttl=64 time=0.517 ms
64 bytes from 10.0.0.2: icmp_seq=1488 ttl=64 time=0.352 ms
64 bytes from 10.0.0.2: icmp_seq=1489 ttl=64 time=0.449 ms
64 bytes from 10.0.0.2: icmp_seq=1490 ttl=64 time=1.11 ms
64 bytes from 10.0.0.2: icmp_seq=1491 ttl=64 time=0.347 ms
64 bytes from 10.0.0.2: icmp_seq=1492 ttl=64 time=0.498 ms
64 bytes from 10.0.0.2: icmp_seq=1493 ttl=64 time=0.360 ms
64 bytes from 10.0.0.2: icmp_seq=1494 ttl=64 time=0.454 ms
64 bytes from 10.0.0.2: icmp_seq=1495 ttl=64 time=0.174 ms
64 bytes from 10.0.0.2: icmp_seq=1496 ttl=64 time=0.160 ms
64 bytes from 10.0.0.2: icmp_seq=1497 ttl=64 time=0.455 ms
64 bytes from 10.0.0.2: icmp_seq=1498 ttl=64 time=1.75 ms
64 bytes from 10.0.0.2: icmp_seq=1499 ttl=64 time=1.16 ms
64 bytes from 10.0.0.2: icmp_seq=1500 ttl=64 time=22.8 ms
64 bytes from 10.0.0.2: icmp_seq=1501 ttl=64 time=0.988 ms
64 bytes from 10.0.0.2: icmp_seq=1502 ttl=64 time=2.06 ms
64 bytes from 10.0.0.2: icmp_seq=1503 ttl=64 time=3.48 ms
64 bytes from 10.0.0.2: icmp_seq=1504 ttl=64 time=0.222 ms
64 bytes from 10.0.0.2: icmp_seq=1505 ttl=64 time=12.4 ms
64 bytes from 10.0.0.2: icmp_seq=1506 ttl=64 time=5.08 ms
64 bytes from 10.0.0.2: icmp_seq=1507 ttl=64 time=1.97 ms
64 bytes from 10.0.0.2: icmp_seq=1508 ttl=64 time=1.14 ms
64 bytes from 10.0.0.2: icmp_seq=1509 ttl=64 time=0.188 ms
64 bytes from 10.0.0.2: icmp_seq=1510 ttl=64 time=4.26 ms
64 bytes from 10.0.0.2: icmp_seq=1511 ttl=64 time=3.76 ms
64 bytes from 10.0.0.2: icmp_seq=1512 ttl=64 time=1.79 ms
64 bytes from 10.0.0.2: icmp_seq=1513 ttl=64 time=0.204 ms
64 bytes from 10.0.0.2: icmp_seq=1514 ttl=64 time=0.175 ms
64 bytes from 10.0.0.2: icmp_seq=1515 ttl=64 time=0.182 ms
64 bytes from 10.0.0.2: icmp_seq=1516 ttl=64 time=0.103 ms
64 bytes from 10.0.0.2: icmp_seq=1517 ttl=64 time=0.463 ms
64 bytes from 10.0.0.2: icmp_seq=1518 ttl=64 time=0.269 ms
64 bytes from 10.0.0.2: icmp_seq=1519 ttl=64 time=0.292 ms
64 bytes from 10.0.0.2: icmp_seq=1520 ttl=64 time=0.169 ms
64 bytes from 10.0.0.2: icmp_seq=1521 ttl=64 time=0.127 ms
64 bytes from 10.0.0.2: icmp_seq=1522 ttl=64 time=0.112 ms
64 bytes from 10.0.0.2: icmp_seq=1523 ttl=64 time=0.193 ms
64 bytes from 10.0.0.2: icmp_seq=1524 ttl=64 time=0.165 ms
64 bytes from 10.0.0.2: icmp_seq=1525 ttl=64 time=0.425 ms
64 bytes from 10.0.0.2: icmp_seq=1526 ttl=64 time=0.107 ms
64 bytes from 10.0.0.2: icmp_seq=1527 ttl=64 time=0.270 ms
64 bytes from 10.0.0.2: icmp_seq=1528 ttl=64 time=0.346 ms
64 bytes from 10.0.0.2: icmp_seq=1529 ttl=64 time=0.184 ms
64 bytes from 10.0.0.2: icmp_seq=1530 ttl=64 time=0.144 ms
64 bytes from 10.0.0.2: icmp_seq=1531 ttl=64 time=0.181 ms
64 bytes from 10.0.0.2: icmp_seq=1532 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=1533 ttl=64 time=2.17 ms
64 bytes from 10.0.0.2: icmp_seq=1534 ttl=64 time=0.579 ms
64 bytes from 10.0.0.2: icmp_seq=1535 ttl=64 time=0.123 ms
64 bytes from 10.0.0.2: icmp_seq=1536 ttl=64 time=0.305 ms
64 bytes from 10.0.0.2: icmp_seq=1537 ttl=64 time=0.350 ms
64 bytes from 10.0.0.2: icmp_seq=1538 ttl=64 time=0.219 ms
64 bytes from 10.0.0.2: icmp_seq=1539 ttl=64 time=0.252 ms
64 bytes from 10.0.0.2: icmp_seq=1540 ttl=64 time=0.274 ms
64 bytes from 10.0.0.2: icmp_seq=1541 ttl=64 time=0.334 ms
64 bytes from 10.0.0.2: icmp_seq=1542 ttl=64 time=0.293 ms
64 bytes from 10.0.0.2: icmp_seq=1543 ttl=64 time=0.278 ms
64 bytes from 10.0.0.2: icmp_seq=1544 ttl=64 time=0.186 ms
64 bytes from 10.0.0.2: icmp_seq=1545 ttl=64 time=0.114 ms
64 bytes from 10.0.0.2: icmp_seq=1546 ttl=64 time=0.176 ms
64 bytes from 10.0.0.2: icmp_seq=1547 ttl=64 time=0.538 ms
64 bytes from 10.0.0.2: icmp_seq=1548 ttl=64 time=1.16 ms
64 bytes from 10.0.0.2: icmp_seq=1549 ttl=64 time=1.40 ms
64 bytes from 10.0.0.2: icmp_seq=1550 ttl=64 time=0.469 ms
64 bytes from 10.0.0.2: icmp_seq=1551 ttl=64 time=7.72 ms
64 bytes from 10.0.0.2: icmp_seq=1552 ttl=64 time=5.12 ms
64 bytes from 10.0.0.2: icmp_seq=1553 ttl=64 time=3.59 ms
64 bytes from 10.0.0.2: icmp_seq=1554 ttl=64 time=1.32 ms
64 bytes from 10.0.0.2: icmp_seq=1555 ttl=64 time=0.539 ms
64 bytes from 10.0.0.2: icmp_seq=1556 ttl=64 time=2.82 ms
64 bytes from 10.0.0.2: icmp_seq=1557 ttl=64 time=2.59 ms
64 bytes from 10.0.0.2: icmp_seq=1558 ttl=64 time=11.7 ms
64 bytes from 10.0.0.2: icmp_seq=1559 ttl=64 time=7.94 ms
64 bytes from 10.0.0.2: icmp_seq=1560 ttl=64 time=1.07 ms
64 bytes from 10.0.0.2: icmp_seq=1561 ttl=64 time=1.20 ms
64 bytes from 10.0.0.2: icmp_seq=1562 ttl=64 time=4.18 ms
64 bytes from 10.0.0.2: icmp_seq=1563 ttl=64 time=10.2 ms
64 bytes from 10.0.0.2: icmp_seq=1564 ttl=64 time=3.84 ms
64 bytes from 10.0.0.2: icmp_seq=1565 ttl=64 time=2.93 ms
64 bytes from 10.0.0.2: icmp_seq=1566 ttl=64 time=3.91 ms
64 bytes from 10.0.0.2: icmp_seq=1567 ttl=64 time=1.53 ms
64 bytes from 10.0.0.2: icmp_seq=1568 ttl=64 time=0.539 ms
64 bytes from 10.0.0.2: icmp_seq=1569 ttl=64 time=6.60 ms
64 bytes from 10.0.0.2: icmp_seq=1570 ttl=64 time=3.09 ms
64 bytes from 10.0.0.2: icmp_seq=1571 ttl=64 time=5.58 ms
64 bytes from 10.0.0.2: icmp_seq=1572 ttl=64 time=3.85 ms
64 bytes from 10.0.0.2: icmp_seq=1573 ttl=64 time=2.05 ms
64 bytes from 10.0.0.2: icmp_seq=1574 ttl=64 time=1.52 ms
64 bytes from 10.0.0.2: icmp_seq=1575 ttl=64 time=1.68 ms
64 bytes from 10.0.0.2: icmp_seq=1576 ttl=64 time=1.85 ms
64 bytes from 10.0.0.2: icmp_seq=1577 ttl=64 time=9.94 ms
64 bytes from 10.0.0.2: icmp_seq=1578 ttl=64 time=1.24 ms
64 bytes from 10.0.0.2: icmp_seq=1579 ttl=64 time=1.59 ms
64 bytes from 10.0.0.2: icmp_seq=1580 ttl=64 time=1.74 ms
64 bytes from 10.0.0.2: icmp_seq=1581 ttl=64 time=8.83 ms
64 bytes from 10.0.0.2: icmp_seq=1582 ttl=64 time=1.68 ms
64 bytes from 10.0.0.2: icmp_seq=1583 ttl=64 time=0.148 ms
64 bytes from 10.0.0.2: icmp_seq=1584 ttl=64 time=3.53 ms
64 bytes from 10.0.0.2: icmp_seq=1585 ttl=64 time=8.25 ms
64 bytes from 10.0.0.2: icmp_seq=1586 ttl=64 time=1.39 ms
64 bytes from 10.0.0.2: icmp_seq=1587 ttl=64 time=0.105 ms
64 bytes from 10.0.0.2: icmp_seq=1588 ttl=64 time=3.81 ms
64 bytes from 10.0.0.2: icmp_seq=1589 ttl=64 time=2.03 ms
64 bytes from 10.0.0.2: icmp_seq=1590 ttl=64 time=11.4 ms
64 bytes from 10.0.0.2: icmp_seq=1591 ttl=64 time=2.16 ms
64 bytes from 10.0.0.2: icmp_seq=1592 ttl=64 time=0.356 ms
64 bytes from 10.0.0.2: icmp_seq=1593 ttl=64 time=7.65 ms
64 bytes from 10.0.0.2: icmp_seq=1594 ttl=64 time=3.75 ms
64 bytes from 10.0.0.2: icmp_seq=1595 ttl=64 time=7.34 ms
64 bytes from 10.0.0.2: icmp_seq=1596 ttl=64 time=3.94 ms
64 bytes from 10.0.0.2: icmp_seq=1597 ttl=64 time=3.50 ms
64 bytes from 10.0.0.2: icmp_seq=1598 ttl=64 time=1.25 ms
64 bytes from 10.0.0.2: icmp_seq=1599 ttl=64 time=8.52 ms
64 bytes from 10.0.0.2: icmp_seq=1600 ttl=64 time=2.60 ms
64 bytes from 10.0.0.2: icmp_seq=1601 ttl=64 time=0.859 ms
64 bytes from 10.0.0.2: icmp_seq=1602 ttl=64 time=15.2 ms
64 bytes from 10.0.0.2: icmp_seq=1603 ttl=64 time=0.462 ms
64 bytes from 10.0.0.2: icmp_seq=1604 ttl=64 time=5.86 ms
64 bytes from 10.0.0.2: icmp_seq=1605 ttl=64 time=4.99 ms
64 bytes from 10.0.0.2: icmp_seq=1606 ttl=64 time=1.34 ms
64 bytes from 10.0.0.2: icmp_seq=1607 ttl=64 time=1.71 ms
64 bytes from 10.0.0.2: icmp_seq=1608 ttl=64 time=3.86 ms
64 bytes from 10.0.0.2: icmp_seq=1609 ttl=64 time=4.30 ms
64 bytes from 10.0.0.2: icmp_seq=1610 ttl=64 time=25.5 ms
64 bytes from 10.0.0.2: icmp_seq=1611 ttl=64 time=0.236 ms
64 bytes from 10.0.0.2: icmp_seq=1612 ttl=64 time=0.297 ms
64 bytes from 10.0.0.2: icmp_seq=1613 ttl=64 time=4.37 ms
64 bytes from 10.0.0.2: icmp_seq=1614 ttl=64 time=6.66 ms
64 bytes from 10.0.0.2: icmp_seq=1615 ttl=64 time=3.18 ms
64 bytes from 10.0.0.2: icmp_seq=1616 ttl=64 time=1.67 ms
64 bytes from 10.0.0.2: icmp_seq=1617 ttl=64 time=5.99 ms
64 bytes from 10.0.0.2: icmp_seq=1618 ttl=64 time=10.2 ms
64 bytes from 10.0.0.2: icmp_seq=1619 ttl=64 time=10.0 ms
64 bytes from 10.0.0.2: icmp_seq=1620 ttl=64 time=0.659 ms
64 bytes from 10.0.0.2: icmp_seq=1621 ttl=64 time=4.28 ms
64 bytes from 10.0.0.2: icmp_seq=1622 ttl=64 time=1.42 ms
64 bytes from 10.0.0.2: icmp_seq=1623 ttl=64 time=10.0 ms
64 bytes from 10.0.0.2: icmp_seq=1624 ttl=64 time=0.582 ms
64 bytes from 10.0.0.2: icmp_seq=1625 ttl=64 time=0.728 ms
64 bytes from 10.0.0.2: icmp_seq=1626 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_seq=1627 ttl=64 time=1.49 ms
64 bytes from 10.0.0.2: icmp_seq=1628 ttl=64 time=9.34 ms
64 bytes from 10.0.0.2: icmp_seq=1629 ttl=64 time=7.97 ms
64 bytes from 10.0.0.2: icmp_seq=1630 ttl=64 time=10.6 ms
64 bytes from 10.0.0.2: icmp_seq=1631 ttl=64 time=6.22 ms
64 bytes from 10.0.0.2: icmp_seq=1632 ttl=64 time=4.69 ms
64 bytes from 10.0.0.2: icmp_seq=1633 ttl=64 time=0.100 ms
64 bytes from 10.0.0.2: icmp_seq=1634 ttl=64 time=3.57 ms
64 bytes from 10.0.0.2: icmp_seq=1635 ttl=64 time=0.211 ms
64 bytes from 10.0.0.2: icmp_seq=1636 ttl=64 time=4.06 ms
64 bytes from 10.0.0.2: icmp_seq=1637 ttl=64 time=3.82 ms
64 bytes from 10.0.0.2: icmp_seq=1638 ttl=64 time=0.460 ms
64 bytes from 10.0.0.2: icmp_seq=1639 ttl=64 time=1.65 ms
64 bytes from 10.0.0.2: icmp_seq=1640 ttl=64 time=14.6 ms
64 bytes from 10.0.0.2: icmp_seq=1641 ttl=64 time=1.11 ms
64 bytes from 10.0.0.2: icmp_seq=1642 ttl=64 time=1.82 ms
64 bytes from 10.0.0.2: icmp_seq=1643 ttl=64 time=0.677 ms
64 bytes from 10.0.0.2: icmp_seq=1644 ttl=64 time=4.70 ms
64 bytes from 10.0.0.2: icmp_seq=1645 ttl=64 time=1.60 ms
64 bytes from 10.0.0.2: icmp_seq=1646 ttl=64 time=4.57 ms
64 bytes from 10.0.0.2: icmp_seq=1647 ttl=64 time=0.244 ms
64 bytes from 10.0.0.2: icmp_seq=1648 ttl=64 time=0.378 ms
64 bytes from 10.0.0.2: icmp_seq=1649 ttl=64 time=8.44 ms
64 bytes from 10.0.0.2: icmp_seq=1650 ttl=64 time=0.363 ms
64 bytes from 10.0.0.2: icmp_seq=1651 ttl=64 time=8.57 ms
64 bytes from 10.0.0.2: icmp_seq=1652 ttl=64 time=2.66 ms
64 bytes from 10.0.0.2: icmp_seq=1653 ttl=64 time=3.43 ms
64 bytes from 10.0.0.2: icmp_seq=1654 ttl=64 time=0.891 ms
64 bytes from 10.0.0.2: icmp_seq=1655 ttl=64 time=1.57 ms
64 bytes from 10.0.0.2: icmp_seq=1656 ttl=64 time=7.32 ms
64 bytes from 10.0.0.2: icmp_seq=1657 ttl=64 time=6.88 ms
64 bytes from 10.0.0.2: icmp_seq=1658 ttl=64 time=0.611 ms
64 bytes from 10.0.0.2: icmp_seq=1659 ttl=64 time=4.63 ms
64 bytes from 10.0.0.2: icmp_seq=1660 ttl=64 time=10.9 ms
64 bytes from 10.0.0.2: icmp_seq=1661 ttl=64 time=3.45 ms
64 bytes from 10.0.0.2: icmp_seq=1662 ttl=64 time=1.33 ms
64 bytes from 10.0.0.2: icmp_seq=1663 ttl=64 time=0.244 ms
64 bytes from 10.0.0.2: icmp_seq=1664 ttl=64 time=1.36 ms
64 bytes from 10.0.0.2: icmp_seq=1665 ttl=64 time=3.69 ms
64 bytes from 10.0.0.2: icmp_seq=1666 ttl=64 time=1.30 ms
64 bytes from 10.0.0.2: icmp_seq=1667 ttl=64 time=2.17 ms
64 bytes from 10.0.0.2: icmp_seq=1668 ttl=64 time=11.2 ms
64 bytes from 10.0.0.2: icmp_seq=1669 ttl=64 time=1.07 ms
64 bytes from 10.0.0.2: icmp_seq=1670 ttl=64 time=3.81 ms
64 bytes from 10.0.0.2: icmp_seq=1671 ttl=64 time=4.53 ms
64 bytes from 10.0.0.2: icmp_seq=1672 ttl=64 time=0.447 ms
64 bytes from 10.0.0.2: icmp_seq=1673 ttl=64 time=6.87 ms
64 bytes from 10.0.0.2: icmp_seq=1674 ttl=64 time=2.29 ms
64 bytes from 10.0.0.2: icmp_seq=1675 ttl=64 time=1.81 ms
64 bytes from 10.0.0.2: icmp_seq=1676 ttl=64 time=0.290 ms
64 bytes from 10.0.0.2: icmp_seq=1677 ttl=64 time=4.96 ms
64 bytes from 10.0.0.2: icmp_seq=1678 ttl=64 time=5.61 ms
64 bytes from 10.0.0.2: icmp_seq=1679 ttl=64 time=2.06 ms
64 bytes from 10.0.0.2: icmp_seq=1680 ttl=64 time=1.80 ms
64 bytes from 10.0.0.2: icmp_seq=1681 ttl=64 time=0.203 ms
64 bytes from 10.0.0.2: icmp_seq=1682 ttl=64 time=5.86 ms
64 bytes from 10.0.0.2: icmp_seq=1683 ttl=64 time=0.302 ms
64 bytes from 10.0.0.2: icmp_seq=1684 ttl=64 time=2.47 ms
64 bytes from 10.0.0.2: icmp_seq=1685 ttl=64 time=11.1 ms
64 bytes from 10.0.0.2: icmp_seq=1686 ttl=64 time=4.62 ms
64 bytes from 10.0.0.2: icmp_seq=1687 ttl=64 time=0.153 ms
64 bytes from 10.0.0.2: icmp_seq=1688 ttl=64 time=8.65 ms
64 bytes from 10.0.0.2: icmp_seq=1689 ttl=64 time=5.65 ms
64 bytes from 10.0.0.2: icmp_seq=1690 ttl=64 time=0.158 ms
64 bytes from 10.0.0.2: icmp_seq=1691 ttl=64 time=3.23 ms
64 bytes from 10.0.0.2: icmp_seq=1692 ttl=64 time=3.24 ms
64 bytes from 10.0.0.2: icmp_seq=1693 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=1694 ttl=64 time=1.36 ms
64 bytes from 10.0.0.2: icmp_seq=1695 ttl=64 time=4.49 ms
64 bytes from 10.0.0.2: icmp_seq=1696 ttl=64 time=5.94 ms
64 bytes from 10.0.0.2: icmp_seq=1697 ttl=64 time=3.38 ms
64 bytes from 10.0.0.2: icmp_seq=1698 ttl=64 time=14.7 ms
64 bytes from 10.0.0.2: icmp_seq=1699 ttl=64 time=1.10 ms
64 bytes from 10.0.0.2: icmp_seq=1700 ttl=64 time=4.54 ms
64 bytes from 10.0.0.2: icmp_seq=1701 ttl=64 time=4.22 ms
64 bytes from 10.0.0.2: icmp_seq=1702 ttl=64 time=2.44 ms
64 bytes from 10.0.0.2: icmp_seq=1703 ttl=64 time=2.20 ms
64 bytes from 10.0.0.2: icmp_seq=1704 ttl=64 time=0.576 ms
64 bytes from 10.0.0.2: icmp_seq=1705 ttl=64 time=3.21 ms
64 bytes from 10.0.0.2: icmp_seq=1706 ttl=64 time=13.3 ms
64 bytes from 10.0.0.2: icmp_seq=1707 ttl=64 time=2.45 ms
64 bytes from 10.0.0.2: icmp_seq=1708 ttl=64 time=4.32 ms
64 bytes from 10.0.0.2: icmp_seq=1709 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=1710 ttl=64 time=3.73 ms
64 bytes from 10.0.0.2: icmp_seq=1711 ttl=64 time=0.464 ms
64 bytes from 10.0.0.2: icmp_seq=1712 ttl=64 time=0.363 ms
64 bytes from 10.0.0.2: icmp_seq=1713 ttl=64 time=0.397 ms
64 bytes from 10.0.0.2: icmp_seq=1714 ttl=64 time=0.464 ms
64 bytes from 10.0.0.2: icmp_seq=1715 ttl=64 time=0.317 ms
64 bytes from 10.0.0.2: icmp_seq=1716 ttl=64 time=0.734 ms
64 bytes from 10.0.0.2: icmp_seq=1717 ttl=64 time=0.249 ms
64 bytes from 10.0.0.2: icmp_seq=1718 ttl=64 time=0.251 ms
64 bytes from 10.0.0.2: icmp_seq=1719 ttl=64 time=0.245 ms
64 bytes from 10.0.0.2: icmp_seq=1720 ttl=64 time=0.191 ms
64 bytes from 10.0.0.2: icmp_seq=1721 ttl=64 time=0.296 ms
64 bytes from 10.0.0.2: icmp_seq=1722 ttl=64 time=0.267 ms
64 bytes from 10.0.0.2: icmp_seq=1723 ttl=64 time=0.248 ms
64 bytes from 10.0.0.2: icmp_seq=1724 ttl=64 time=0.146 ms
64 bytes from 10.0.0.2: icmp_seq=1725 ttl=64 time=0.176 ms
64 bytes from 10.0.0.2: icmp_seq=1726 ttl=64 time=0.265 ms
64 bytes from 10.0.0.2: icmp_seq=1727 ttl=64 time=0.495 ms
64 bytes from 10.0.0.2: icmp_seq=1728 ttl=64 time=0.689 ms
64 bytes from 10.0.0.2: icmp_seq=1729 ttl=64 time=0.408 ms
64 bytes from 10.0.0.2: icmp_seq=1730 ttl=64 time=0.168 ms
64 bytes from 10.0.0.2: icmp_seq=1731 ttl=64 time=0.640 ms
64 bytes from 10.0.0.2: icmp_seq=1732 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=1733 ttl=64 time=4.45 ms
64 bytes from 10.0.0.2: icmp_seq=1734 ttl=64 time=0.641 ms
64 bytes from 10.0.0.2: icmp_seq=1735 ttl=64 time=0.502 ms
64 bytes from 10.0.0.2: icmp_seq=1736 ttl=64 time=0.319 ms
64 bytes from 10.0.0.2: icmp_seq=1737 ttl=64 time=0.418 ms
64 bytes from 10.0.0.2: icmp_seq=1738 ttl=64 time=0.307 ms
64 bytes from 10.0.0.2: icmp_seq=1739 ttl=64 time=0.412 ms
64 bytes from 10.0.0.2: icmp_seq=1740 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=1741 ttl=64 time=0.328 ms
64 bytes from 10.0.0.2: icmp_seq=1742 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=1743 ttl=64 time=0.337 ms
64 bytes from 10.0.0.2: icmp_seq=1744 ttl=64 time=0.405 ms
64 bytes from 10.0.0.2: icmp_seq=1745 ttl=64 time=0.428 ms
64 bytes from 10.0.0.2: icmp_seq=1746 ttl=64 time=0.310 ms
64 bytes from 10.0.0.2: icmp_seq=1747 ttl=64 time=0.133 ms
64 bytes from 10.0.0.2: icmp_seq=1748 ttl=64 time=0.867 ms
64 bytes from 10.0.0.2: icmp_seq=1749 ttl=64 time=0.249 ms
64 bytes from 10.0.0.2: icmp_seq=1750 ttl=64 time=0.085 ms
64 bytes from 10.0.0.2: icmp_seq=1751 ttl=64 time=0.464 ms
64 bytes from 10.0.0.2: icmp_seq=1752 ttl=64 time=0.428 ms
64 bytes from 10.0.0.2: icmp_seq=1753 ttl=64 time=0.498 ms
64 bytes from 10.0.0.2: icmp_seq=1754 ttl=64 time=0.220 ms
64 bytes from 10.0.0.2: icmp_seq=1755 ttl=64 time=0.270 ms
64 bytes from 10.0.0.2: icmp_seq=1756 ttl=64 time=0.254 ms
64 bytes from 10.0.0.2: icmp_seq=1757 ttl=64 time=4.17 ms
64 bytes from 10.0.0.2: icmp_seq=1758 ttl=64 time=7.08 ms
64 bytes from 10.0.0.2: icmp_seq=1759 ttl=64 time=3.12 ms
64 bytes from 10.0.0.2: icmp_seq=1760 ttl=64 time=1.89 ms
64 bytes from 10.0.0.2: icmp_seq=1761 ttl=64 time=3.20 ms
64 bytes from 10.0.0.2: icmp_seq=1762 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=1763 ttl=64 time=1.35 ms
64 bytes from 10.0.0.2: icmp_seq=1764 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=1765 ttl=64 time=4.02 ms
64 bytes from 10.0.0.2: icmp_seq=1766 ttl=64 time=0.190 ms
64 bytes from 10.0.0.2: icmp_seq=1767 ttl=64 time=0.598 ms
64 bytes from 10.0.0.2: icmp_seq=1768 ttl=64 time=1.97 ms
64 bytes from 10.0.0.2: icmp_seq=1769 ttl=64 time=4.97 ms
64 bytes from 10.0.0.2: icmp_seq=1770 ttl=64 time=10.4 ms
64 bytes from 10.0.0.2: icmp_seq=1771 ttl=64 time=1.13 ms
64 bytes from 10.0.0.2: icmp_seq=1772 ttl=64 time=8.33 ms
64 bytes from 10.0.0.2: icmp_seq=1773 ttl=64 time=2.99 ms
64 bytes from 10.0.0.2: icmp_seq=1774 ttl=64 time=1.55 ms
64 bytes from 10.0.0.2: icmp_seq=1775 ttl=64 time=2.77 ms
64 bytes from 10.0.0.2: icmp_seq=1776 ttl=64 time=1.46 ms
64 bytes from 10.0.0.2: icmp_seq=1777 ttl=64 time=2.21 ms
64 bytes from 10.0.0.2: icmp_seq=1778 ttl=64 time=3.34 ms
64 bytes from 10.0.0.2: icmp_seq=1779 ttl=64 time=0.194 ms
64 bytes from 10.0.0.2: icmp_seq=1780 ttl=64 time=5.58 ms
64 bytes from 10.0.0.2: icmp_seq=1781 ttl=64 time=5.62 ms
64 bytes from 10.0.0.2: icmp_seq=1782 ttl=64 time=16.4 ms
64 bytes from 10.0.0.2: icmp_seq=1783 ttl=64 time=0.211 ms
64 bytes from 10.0.0.2: icmp_seq=1784 ttl=64 time=2.00 ms
64 bytes from 10.0.0.2: icmp_seq=1785 ttl=64 time=3.73 ms
64 bytes from 10.0.0.2: icmp_seq=1786 ttl=64 time=1.66 ms
64 bytes from 10.0.0.2: icmp_seq=1787 ttl=64 time=1.17 ms
64 bytes from 10.0.0.2: icmp_seq=1788 ttl=64 time=8.87 ms
64 bytes from 10.0.0.2: icmp_seq=1789 ttl=64 time=5.01 ms
64 bytes from 10.0.0.2: icmp_seq=1790 ttl=64 time=0.603 ms
64 bytes from 10.0.0.2: icmp_seq=1791 ttl=64 time=4.92 ms
64 bytes from 10.0.0.2: icmp_seq=1792 ttl=64 time=3.96 ms
64 bytes from 10.0.0.2: icmp_seq=1793 ttl=64 time=13.6 ms
64 bytes from 10.0.0.2: icmp_seq=1794 ttl=64 time=2.34 ms
64 bytes from 10.0.0.2: icmp_seq=1795 ttl=64 time=1.10 ms
64 bytes from 10.0.0.2: icmp_seq=1796 ttl=64 time=2.15 ms
64 bytes from 10.0.0.2: icmp_seq=1797 ttl=64 time=2.39 ms
64 bytes from 10.0.0.2: icmp_seq=1798 ttl=64 time=0.349 ms
64 bytes from 10.0.0.2: icmp_seq=1799 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=1800 ttl=64 time=8.77 ms
64 bytes from 10.0.0.2: icmp_seq=1801 ttl=64 time=0.178 ms
64 bytes from 10.0.0.2: icmp_seq=1802 ttl=64 time=4.04 ms
64 bytes from 10.0.0.2: icmp_seq=1803 ttl=64 time=1.63 ms
64 bytes from 10.0.0.2: icmp_seq=1804 ttl=64 time=0.611 ms
64 bytes from 10.0.0.2: icmp_seq=1805 ttl=64 time=0.156 ms
64 bytes from 10.0.0.2: icmp_seq=1806 ttl=64 time=0.810 ms
64 bytes from 10.0.0.2: icmp_seq=1807 ttl=64 time=0.202 ms
